Year,Month,System,TotalVolume_ML
2024,6,Melbourne,1567608
2024,6,Murray,3832199
2024,6,Ovens,22818
2024,6,South Gippsland,6863
2024,6,Thomson/Macalister,75947
2024,6,Werribee,55079
2024,7,,45753
2024,7,Ballarat,42268
2024,7,Bendigo,104182
2024,7,Broken,33088
2024,7,Campaspe,224363
2024,7,Geelong,57243
2024,7,Glenelg/Wimmera,313200
2024,7,Goulburn,3335448
2024,7,Latrobe,234953
2024,7,Loddon,168706
2024,7,Maribyrnong,21247
2024,7,Melbourne,1612069
2024,7,Murray,3947015
2024,7,Ovens,32417
2024,7,South Gippsland,8628
2024,7,Thomson/Macalister,115767
2024,7,Werribee,55771
2024,8,,41105
2024,8,Ballarat,41395
2024,8,Bendigo,104802
2024,8,Broken,33451
2024,8,Campaspe,223334
2024,8,Geelong,56344
2024,8,Glenelg/Wimmera,313670
2024,8,Goulburn,3376940
2024,8,Latrobe,228194
2024,8,Loddon,165433
2024,8,Maribyrnong,21332
2024,8,Melbourne,1625371
2024,8,Murray,4070555
2024,8,Ovens,34675
2024,8,South Gippsland,8408
2024,8,Thomson/Macalister,136195
2024,8,Werribee,55086
2024,9,,48283
2024,9,Ballarat,40582
2024,9,Bendigo,101500
2024,9,Broken,33532
2024,9,Campaspe,207096
2024,9,Geelong,60860
2024,9,Glenelg/Wimmera,315830
2024,9,Goulburn,3233065
2024,9,Latrobe,232105
2024,9,Loddon,152692
2024,9,Maribyrnong,21316
2024,9,Melbourne,1628308
2024,9,Murray,3907228
2024,9,Ovens,35948
2024,9,South Gippsland,8555
2024,9,Thomson/Macalister,164288
2024,9,Werribee,54326
2024,10,,47560
2024,10,Ballarat,39662
2024,10,Bendigo,98859
2024,10,Broken,33330
2024,10,Campaspe,201100
2024,10,Geelong,59502
2024,10,Glenelg/Wimmera,312080
2024,10,Goulburn,3154906
2024,10,Latrobe,230702
2024,10,Loddon,146119
2024,10,Maribyrnong,21263
2024,10,Melbourne,1631565
2024,10,Murray,3778362
2024,10,Ovens,36924
2024,10,South Gippsland,8386
2024,10,Thomson/Macalister,167730
2024,10,Werribee,53403
2024,11,,48232
2024,11,Ballarat,38122
2024,11,Bendigo,94751
2024,11,Broken,32562
2024,11,Campaspe,193106
2024,11,Geelong,56421
2024,11,Glenelg/Wimmera,295950
2024,11,Goulburn,3083552
2024,11,Latrobe,220328
2024,11,Loddon,140995
2024,11,Maribyrnong,20988
2024,11,Melbourne,1600364
2024,11,Murray,3584153
2024,11,Ovens,36765
2024,11,South Gippsland,7953
2024,11,Thomson/Macalister,146649
2024,11,Werribee,51449
2024,12,,44824
2024,12,Ballarat,35989
2024,12,Bendigo,91411
2024,12,Broken,34138
2024,12,Campaspe,187111
2024,12,Geelong,52842
2024,12,Glenelg/Wimmera,275870
2024,12,Goulburn,3015215
2024,12,Latrobe,204291
2024,12,Loddon,135147
2024,12,Maribyrnong,20248
2024,12,Melbourne,1565225
2024,12,Murray,3546669
2024,12,Ovens,37020
2024,12,South Gippsland,7260
2024,12,Thomson/Macalister,136283
2024,12,Werribee,48067
2025,1,,48697
2025,1,Ballarat,34043
2025,1,Bendigo,86103
2025,1,Broken,30462
2025,1,Campaspe,177618
2025,1,Geelong,48228
2025,1,Glenelg/Wimmera,258480
2025,1,Goulburn,2834873
2025,1,Latrobe,195690
2025,1,Loddon,127509
2025,1,Maribyrnong,19387
2025,1,Melbourne,1513366
2025,1,Murray,3180965
2025,1,Ovens,35221
2025,1,South Gippsland,6457
2025,1,Thomson/Macalister,108241
2025,1,Werribee,44877
2025,2,,49213
2025,2,Ballarat,32150
2025,2,Bendigo,81061
2025,2,Broken,26745
2025,2,Campaspe,168375
2025,2,Geelong,44313
2025,2,Glenelg/Wimmera,238590
2025,2,Goulburn,2656076
2025,2,Latrobe,188143
2025,2,Loddon,118681
2025,2,Maribyrnong,18635
2025,2,Melbourne,1467009
2025,2,Murray,2875963
2025,2,Ovens,31451
2025,2,South Gippsland,5904
2025,2,Thomson/Macalister,109079
2025,2,Werribee,41906
2025,3,,46631
2025,3,Ballarat,30098
2025,3,Bendigo,77027
2025,3,Broken,23634
2025,3,Campaspe,159131
2025,3,Geelong,40232
2025,3,Glenelg/Wimmera,223160
2025,3,Goulburn,2404113
2025,3,Latrobe,178217
2025,3,Loddon,107532
2025,3,Maribyrnong,17787
2025,3,Melbourne,1415363
2025,3,Murray,2488852
2025,3,Ovens,27598
2025,3,South Gippsland,5467
2025,3,Thomson/Macalister,92672
2025,3,Werribee,39229
2025,4,,46269
2025,4,Ballarat,29067
2025,4,Bendigo,73621
2025,4,Broken,20079
2025,4,Campaspe,151887
2025,4,Geelong,37179
2025,4,Glenelg/Wimmera,214430
2025,4,Goulburn,2253901
2025,4,Latrobe,172718
2025,4,Loddon,100145
2025,4,Maribyrnong,17148
2025,4,Melbourne,1368773
2025,4,Murray,2441828
2025,4,Ovens,20585
2025,4,South Gippsland,5080
2025,4,Thomson/Macalister,79378
2025,4,Werribee,37168
2025,5,,36664
2025,5,Ballarat,28346
2025,5,Bendigo,71384
2025,5,Broken,18220
2025,5,Campaspe,146391
2025,5,Geelong,34674
2025,5,Glenelg/Wimmera,206940
2025,5,Goulburn,2174603
2025,5,Latrobe,164680
2025,5,Loddon,95639
2025,5,Maribyrnong,16510
2025,5,Melbourne,1322883
2025,5,Murray,2876598
2025,5,Ovens,17550
2025,5,South Gippsland,4850
2025,5,Thomson/Macalister,70562
2025,5,Werribee,35842
2025,6,,35012
2025,6,Ballarat,28191
2025,6,Bendigo,70238
2025,6,Broken,17776
2025,6,Campaspe,141644
2025,6,Geelong,34748
2025,6,Glenelg/Wimmera,209680
2025,6,Goulburn,2189084
2025,6,Latrobe,162627
2025,6,Loddon,94121
2025,6,Maribyrnong,16314
2025,6,Melbourne,1295312
2025,6,Murray,3056708
2025,6,Ovens,26366
2025,6,South Gippsland,4767
2025,6,Thomson/Macalister,69439
2025,6,Werribee,35392
2025,7,,37749
2025,7,Ballarat,27843
2025,7,Bendigo,70817
2025,7,Broken,24200
2025,7,Campaspe,140146
2025,7,Geelong,34806
2025,7,Glenelg/Wimmera,224480
2025,7,Goulburn,2195418
2025,7,Latrobe,179597
2025,7,Loddon,93701
2025,7,Maribyrnong,16468
2025,7,Melbourne,1308273
2025,7,Murray,3227282
2025,7,Ovens,32297
2025,7,South Gippsland,5010
2025,7,Thomson/Macalister,132164
2025,7,Werribee,35964
2025,8,,50452
2025,8,Ballarat,27962
2025,8,Bendigo,73131
2025,8,Broken,27593
2025,8,Campaspe,137897
2025,8,Geelong,35193
2025,8,Glenelg/Wimmera,229230
2025,8,Goulburn,2199366
2025,8,Latrobe,182389
2025,8,Loddon,93520
2025,8,Maribyrnong,16619
2025,8,Melbourne,1307901
2025,8,Murray,3444841
2025,8,Ovens,34598
2025,8,South Gippsland,5113
2025,8,Thomson/Macalister,172243
2025,8,Werribee,37867
2025,9,,48025
2025,9,Ballarat,28997
2025,9,Bendigo,75172
2025,9,Broken,29734
2025,9,Campaspe,129154
2025,9,Geelong,38697
2025,9,Glenelg/Wimmera,246230
2025,9,Goulburn,2185561
2025,9,Latrobe,186752
2025,9,Loddon,96042
2025,9,Maribyrnong,16618
2025,9,Melbourne,1327479
2025,9,Murray,3672955
2025,9,Ovens,32626
2025,9,South Gippsland,5591
2025,9,Thomson/Macalister,176609
2025,9,Werribee,39823
